open,high,low,close,volume,vwap,timestamp,transactions,otc
91.0995,91.1706,91.0452,91.1706,4322.344,91.1075,2023-08-02 13:47:00,132,
91.158,91.2207,91.0786,91.1957,9615.84,91.1734,2023-08-02 13:48:00,214,
91.2124,91.2709,91.1873,91.263,10742.472,91.2231,2023-08-02 13:49:00,255,
91.3043,91.3211,91.1538,91.1622,12697.932,91.2396,2023-08-02 13:50:00,254,
91.1538,91.1915,91.0661,91.0661,13006.5,91.1243,2023-08-02 13:51:00,305,
91.0452,91.087,91.019,91.087,7569.484,91.0506,2023-08-02 13:52:00,185,
91.112,91.1288,91.041,91.112,3926.468,91.0906,2023-08-02 13:53:00,144,
91.112,91.112,90.9532,90.9866,7638.852,91.0015,2023-08-02 13:54:00,174,
90.995,91.0201,90.8946,90.9281,9172.124,90.9401,2023-08-02 13:55:00,189,
90.8528,90.903,90.8027,90.8815,8260.772,90.8654,2023-08-02 13:56:00,189,
90.8863,90.9615,90.8696,90.9115,5618.808,90.9037,2023-08-02 13:57:00,170,
90.9031,90.9031,90.7525,90.8244,9520.16,90.8279,2023-08-02 13:58:00,191,
90.7692,90.8654,90.74,90.8654,8161.504,90.8028,2023-08-02 13:59:00,144,
90.8528,90.9214,90.7776,90.786,19716.06,90.844,2023-08-02 14:00:00,376,
90.7692,90.8194,90.7441,90.7609,10357.36,90.7855,2023-08-02 14:01:00,256,
90.8361,90.9114,90.7734,90.9114,12205.18,90.8298,2023-08-02 14:02:00,238,
90.9114,90.9365,90.8821,90.9365,17190.108,90.9133,2023-08-02 14:03:00,277,
90.9114,90.9323,90.8863,90.9114,7846.956,90.9037,2023-08-02 14:04:00,172,
90.9356,90.995,90.8779,90.9448,9424.48,90.9348,2023-08-02 14:05:00,239,
90.9281,91.0033,90.8863,90.9657,14352,90.9428,2023-08-02 14:06:00,214,
90.9783,91.0534,90.903,90.903,17115.956,90.9877,2023-08-02 14:07:00,322,
90.8863,90.9699,90.8111,90.8528,11263.928,90.9012,2023-08-02 14:08:00,209,
90.8445,90.8445,90.761,90.8027,11438.544,90.7937,2023-08-02 14:09:00,225,
90.7776,90.9281,90.7609,90.8946,14069.744,90.8407,2023-08-02 14:10:00,282,
90.8863,90.9365,90.8696,90.9365,5646.316,90.9038,2023-08-02 14:11:00,151,
90.9282,91.0452,90.9282,91.0452,11216.088,90.9906,2023-08-02 14:12:00,200,
91.0534,91.0535,90.8946,90.9448,15925.936,90.9867,2023-08-02 14:13:00,226,
90.9281,91.0201,90.9281,90.9699,8531.068,90.9726,2023-08-02 14:14:00,187,
90.9448,90.9448,90.8028,90.8194,9924.408,90.8515,2023-08-02 14:15:00,184,
90.811,90.811,90.6355,90.6689,11452.896,90.7065,2023-08-02 14:16:00,241,
90.6355,90.6747,90.5936,90.6187,15552.784,90.6375,2023-08-02 14:17:00,226,
90.5853,90.6355,90.5435,90.5435,19256.796,90.5885,2023-08-02 14:18:00,276,
90.51,90.5686,90.4515,90.5686,12630.956,90.4949,2023-08-02 14:19:00,253,
90.5686,90.7023,90.5602,90.6773,10302.344,90.616,2023-08-02 14:20:00,221,
90.7023,90.7023,90.5853,90.6522,11671.764,90.6319,2023-08-02 14:21:00,239,
90.6522,90.7358,90.6522,90.7191,9852.648,90.6813,2023-08-02 14:22:00,139,
90.6788,90.7358,90.6522,90.7358,9609.86,90.6872,2023-08-02 14:23:00,171,
90.7358,90.7436,90.6856,90.7191,4989.712,90.7117,2023-08-02 14:24:00,136,
90.7358,90.8361,90.694,90.7776,9975.836,90.7667,2023-08-02 14:25:00,177,
90.7609,90.8027,90.6911,90.6911,4848.584,90.7617,2023-08-02 14:26:00,125,
90.7191,90.8027,90.7191,90.7359,6882.98,90.7611,2023-08-02 14:27:00,146,
90.7274,90.7274,90.6187,90.6187,10022.48,90.6623,2023-08-02 14:28:00,207,
90.6062,90.6438,90.5872,90.5872,7283.64,90.6211,2023-08-02 14:29:00,170,
90.5978,90.6605,90.5769,90.6605,27640.756,90.6122,2023-08-02 14:30:00,426,
90.6773,90.7358,90.6465,90.7358,10607.324,90.6792,2023-08-02 14:31:00,181,
90.7191,90.786,90.6952,90.7567,5506.384,90.7459,2023-08-02 14:32:00,152,
90.7344,90.811,90.7344,90.7943,5321.004,90.7785,2023-08-02 14:33:00,127,
90.7901,90.8696,90.7533,90.8278,7826.624,90.817,2023-08-02 14:34:00,172,
90.8194,90.8445,90.7609,90.811,37886.888,90.778,2023-08-02 14:35:00,258,
90.8445,90.8528,90.7366,90.7776,8625.552,90.797,2023-08-02 14:36:00,174,
90.7873,90.8027,90.7358,90.7692,6903.312,90.7662,2023-08-02 14:37:00,151,
90.7442,90.8361,90.7274,90.8361,11333.296,90.763,2023-08-02 14:38:00,187,
90.8278,90.8278,90.7609,90.7622,8832.46,90.7924,2023-08-02 14:39:00,149,
90.7776,90.8863,90.7609,90.8696,9184.084,90.8381,2023-08-02 14:40:00,141,
90.8529,90.9239,90.8529,90.9072,5106.92,90.8942,2023-08-02 14:41:00,125,
90.903,90.903,90.8194,90.8361,5498.012,90.8702,2023-08-02 14:42:00,109,
90.8278,90.8361,90.8027,90.8194,6783.712,90.8228,2023-08-02 14:43:00,109,
90.8194,90.8194,90.7525,90.7692,4806.724,90.7847,2023-08-02 14:44:00,93,
90.7552,90.8027,90.7552,90.7776,6600.724,90.7842,2023-08-02 14:45:00,136,
90.7818,90.8069,90.7818,90.7943,3525.808,90.8003,2023-08-02 14:46:00,100,
90.7776,90.8027,90.7526,90.7609,7357.792,90.7774,2023-08-02 14:47:00,134,
90.7692,90.8278,90.7525,90.8111,5051.904,90.7768,2023-08-02 14:48:00,117,
90.8361,90.8612,90.811,90.8194,7764.432,90.8264,2023-08-02 14:49:00,221,
90.816,90.8817,90.8027,90.8817,4599.816,90.834,2023-08-02 14:50:00,119,
90.8612,90.8696,90.8111,90.8168,8172.268,90.8406,2023-08-02 14:51:00,136,
90.8278,90.9281,90.8278,90.903,6342.388,90.8824,2023-08-02 14:52:00,139,
90.878,90.918,90.7944,90.918,6424.912,90.8486,2023-08-02 14:53:00,153,
90.8779,90.9365,90.8446,90.9281,5442.996,90.8923,2023-08-02 14:54:00,105,
90.9281,90.9323,90.8028,90.8306,11723.192,90.8759,2023-08-02 14:55:00,189,
90.7943,90.8612,90.7943,90.7943,12791.22,90.8205,2023-08-02 14:56:00,159,
90.7943,90.8361,90.7776,90.8361,5154.76,90.8005,2023-08-02 14:57:00,140,
90.8361,90.8612,90.8194,90.8612,7353.008,90.8337,2023-08-02 14:58:00,133,
90.8446,90.8946,90.8361,90.8696,7641.244,90.8634,2023-08-02 14:59:00,139,
90.8946,90.9532,90.845,90.9197,10895.56,90.9084,2023-08-02 15:00:00,183,
90.9398,90.9398,90.8278,90.8278,8569.34,90.8966,2023-08-02 15:01:00,155,
90.8612,90.8612,90.8245,90.8278,7058.792,90.8467,2023-08-02 15:02:00,77,
90.8194,90.8612,90.811,90.855,6721.52,90.8362,2023-08-02 15:03:00,159,
90.8445,90.8445,90.786,90.7943,8697.312,90.8242,2023-08-02 15:04:00,165,
90.7776,90.811,90.7692,90.786,6760.988,90.7905,2023-08-02 15:05:00,131,
90.7943,90.811,90.7609,90.7943,11889.436,90.7834,2023-08-02 15:06:00,173,
90.8278,90.8278,90.7191,90.7232,13138.06,90.7704,2023-08-02 15:07:00,185,
90.7024,90.7524,90.669,90.7191,8858.772,90.7123,2023-08-02 15:08:00,124,
90.7023,90.7441,90.694,90.7274,10866.856,90.7242,2023-08-02 15:09:00,107,
90.7274,90.7776,90.7191,90.7191,17707.976,90.7431,2023-08-02 15:10:00,236,
90.7274,90.8027,90.7191,90.786,5916.612,90.7634,2023-08-02 15:11:00,99,
90.786,90.8278,90.7525,90.786,6805.24,90.7901,2023-08-02 15:12:00,105,
90.786,90.8278,90.7611,90.7611,8334.924,90.7907,2023-08-02 15:13:00,96,
90.786,90.8027,90.7274,90.7274,4518.488,90.7748,2023-08-02 15:14:00,89,
90.7525,90.7818,90.7349,90.7525,7144.904,90.7587,2023-08-02 15:15:00,117,
90.7525,90.7525,90.7191,90.7359,9936.368,90.7349,2023-08-02 15:16:00,164,
90.7441,90.7614,90.7107,90.7107,4644.068,90.7367,2023-08-02 15:17:00,112,
90.7107,90.7191,90.6605,90.6774,7177.196,90.6994,2023-08-02 15:18:00,146,
90.6941,90.7274,90.6931,90.7023,5432.232,90.707,2023-08-02 15:19:00,89,
90.6857,90.7943,90.6857,90.7943,7704.632,90.7472,2023-08-02 15:20:00,129,
90.811,90.9615,90.8027,90.9121,12498.2,90.8855,2023-08-02 15:21:00,208,
90.9281,90.9532,90.9197,90.9448,8937.708,90.9293,2023-08-02 15:22:00,199,
90.9281,90.9448,90.8946,90.9031,14951.196,90.9233,2023-08-02 15:23:00,223,
90.9197,90.9448,90.903,90.9281,5243.264,90.9201,2023-08-02 15:24:00,97,
90.903,90.995,90.8946,90.9783,18804.708,90.9426,2023-08-02 15:25:00,249,
90.9783,91.0995,90.9783,91.0468,17338.412,91.0515,2023-08-02 15:26:00,217,
91.0702,91.0702,91.0201,91.0452,7466.628,91.0468,2023-08-02 15:27:00,155,
91.0118,91.0581,91.0118,91.0286,4482.608,91.0399,2023-08-02 15:28:00,89,
91.0535,91.0577,90.9824,90.9951,18658.796,91.0153,2023-08-02 15:29:00,299,
91.0075,91.0117,90.9783,91.0013,12340.328,90.9997,2023-08-02 15:30:00,202,
91.0075,91.0201,90.9206,90.9323,12797.2,90.9931,2023-08-02 15:31:00,200,
90.9197,91.0033,90.9197,91.0033,5539.872,90.9687,2023-08-02 15:32:00,96,
91.0075,91.0159,90.9616,90.9824,20206.42,91.0298,2023-08-02 15:33:00,140,
90.9699,90.9949,90.903,90.9615,5502.796,90.9623,2023-08-02 15:34:00,120,
90.9448,90.9783,90.9448,90.9783,8456.916,90.9673,2023-08-02 15:35:00,167,
90.9699,90.9824,90.9365,90.9532,22147.528,90.9671,2023-08-02 15:36:00,335,
90.9365,90.9699,90.9156,90.9281,7919.912,90.9418,2023-08-02 15:37:00,132,
90.9281,90.9281,90.8617,90.8617,6745.44,90.8969,2023-08-02 15:38:00,112,
90.8585,90.8696,90.8361,90.8362,4389.32,90.8549,2023-08-02 15:39:00,82,
90.8286,90.8779,90.7943,90.7943,17145.856,90.8267,2023-08-02 15:40:00,229,
90.7818,90.8361,90.7651,90.8361,7146.1,90.788,2023-08-02 15:41:00,116,
90.8445,90.8779,90.8027,90.8529,7136.532,90.8435,2023-08-02 15:42:00,96,
90.8612,90.8863,90.8445,90.8613,5777.876,90.8595,2023-08-02 15:43:00,103,
90.8654,90.9365,90.8654,90.9197,6015.88,90.9079,2023-08-02 15:44:00,92,
90.9281,90.9365,90.9114,90.9323,8773.856,90.9253,2023-08-02 15:45:00,143,
90.9281,90.9365,90.8863,90.8946,12394.148,90.9121,2023-08-02 15:46:00,162,
90.8802,90.8802,90.8445,90.8446,6063.72,90.8643,2023-08-02 15:47:00,82,
90.8278,90.9365,90.8194,90.9033,6820.788,90.8635,2023-08-02 15:48:00,126,
90.9156,90.9156,90.8864,90.8864,3274.648,90.8984,2023-08-02 15:49:00,74,
90.8863,90.9197,90.8863,90.9197,4117.828,90.906,2023-08-02 15:50:00,86,
90.9115,90.9197,90.8946,90.903,4041.284,90.9043,2023-08-02 15:51:00,63,
90.903,90.9114,90.8863,90.903,5834.088,90.895,2023-08-02 15:52:00,89,
90.9114,90.9197,90.8361,90.8361,9240.296,90.8851,2023-08-02 15:53:00,139,
90.8528,90.8534,90.8362,90.8362,3598.764,90.8477,2023-08-02 15:54:00,79,
90.8361,90.903,90.8144,90.8696,6790.888,90.8556,2023-08-02 15:55:00,110,
90.8947,90.9281,90.8612,90.8693,6756.204,90.8846,2023-08-02 15:56:00,94,
90.8696,90.9323,90.8613,90.8613,10106.2,90.9005,2023-08-02 15:57:00,134,
90.8612,90.9448,90.8612,90.903,7271.68,90.8836,2023-08-02 15:58:00,130,
90.8988,90.8988,90.8278,90.8528,9994.972,90.8669,2023-08-02 15:59:00,131,
90.8696,90.9447,90.8696,90.9115,6579.196,90.9037,2023-08-02 16:00:00,106,
90.9365,90.9365,90.8946,90.9114,5140.408,90.9144,2023-08-02 16:01:00,97,
90.9197,90.9448,90.8779,90.8779,10956.556,90.9136,2023-08-02 16:02:00,171,
90.8946,90.8946,90.8195,90.8445,7301.58,90.8598,2023-08-02 16:03:00,143,
90.8445,90.8696,90.8361,90.8637,10758.02,90.8565,2023-08-02 16:04:00,152,
90.8696,90.9094,90.8612,90.8612,9611.056,90.8711,2023-08-02 16:05:00,148,
90.8612,90.8779,90.8361,90.8361,6066.112,90.8531,2023-08-02 16:06:00,109,
90.8445,90.8946,90.8445,90.8779,7710.612,90.8674,2023-08-02 16:07:00,127,
90.8779,90.8821,90.7776,90.7943,10573.836,90.8445,2023-08-02 16:08:00,128,
90.811,90.8696,90.7944,90.8612,6778.928,90.8442,2023-08-02 16:09:00,87,
90.8612,90.8779,90.8528,90.8528,12758.928,90.8596,2023-08-02 16:10:00,160,
90.8528,90.9072,90.8194,90.9072,6598.332,90.8581,2023-08-02 16:11:00,89,
90.8946,90.9406,90.8905,90.9197,5328.18,90.9129,2023-08-02 16:12:00,97,
90.9135,90.9358,90.8863,90.9114,7231.016,90.9078,2023-08-02 16:13:00,80,
90.9281,90.9365,90.903,90.912,9106.344,90.9238,2023-08-02 16:14:00,153,
90.9114,90.9532,90.8779,90.8785,17324.06,90.9191,2023-08-02 16:15:00,298,
90.8704,90.9281,90.857,90.9281,9295.312,90.8716,2023-08-02 16:16:00,122,
90.9531,90.9699,90.9171,90.9365,10203.076,90.94,2023-08-02 16:17:00,156,
90.9365,90.9365,90.9044,90.9323,5300.672,90.9227,2023-08-02 16:18:00,79,
90.9365,90.995,90.9365,90.995,28220.816,90.9551,2023-08-02 16:19:00,300,
91.0284,91.0368,90.9866,91.0201,7662.772,91.0135,2023-08-02 16:20:00,128,
91.0033,91.0242,90.9739,90.9951,4742.14,90.9972,2023-08-02 16:21:00,97,
91.02,91.02,90.9197,90.9198,5590.104,90.9563,2023-08-02 16:22:00,104,
90.9365,90.9783,90.9123,90.9783,4085.536,90.9348,2023-08-02 16:23:00,64,
91.0201,91.0311,90.9867,90.9867,4995.692,91.0093,2023-08-02 16:24:00,87,
90.995,91.0619,90.995,91.0452,4275.7,91.0276,2023-08-02 16:25:00,73,
91.0452,91.087,91.0452,91.0535,5703.724,91.0433,2023-08-02 16:26:00,81,
91.0452,91.0452,90.9616,90.9616,7020.52,91.0033,2023-08-02 16:27:00,116,
90.9699,90.9699,90.9365,90.9699,4284.072,90.9526,2023-08-02 16:28:00,103,
90.9616,90.9958,90.9616,90.9783,3751.852,90.9846,2023-08-02 16:29:00,46,
90.9866,90.9982,90.9615,90.9629,4567.524,90.9811,2023-08-02 16:30:00,83,
90.9783,91.0117,90.9281,90.9536,5861.596,90.9744,2023-08-02 16:31:00,98,
90.9699,90.9699,90.9533,90.9535,3487.536,90.9609,2023-08-02 16:32:00,67,
90.9783,91.0201,90.954,91.0201,7031.284,90.9879,2023-08-02 16:33:00,102,
91.0368,91.0368,91.0117,91.0117,5592.496,91.0243,2023-08-02 16:34:00,101,
91.0033,91.0535,90.9783,91.0368,5059.08,91.0111,2023-08-02 16:35:00,94,
91.0535,91.0619,91.0201,91.0202,9091.992,91.0426,2023-08-02 16:36:00,157,
91.0619,91.1204,91.0535,91.112,22009.988,91.0779,2023-08-02 16:37:00,285,
91.112,91.1747,91.112,91.1545,21899.956,91.1451,2023-08-02 16:38:00,133,
91.1957,91.2542,91.1957,91.2459,3340.428,91.2266,2023-08-02 16:39:00,46,
91.2458,91.2458,91.1957,91.1957,6605.508,91.2256,2023-08-02 16:40:00,132,
91.204,91.2207,91.1455,91.1455,1561.976,91.1886,2023-08-02 16:41:00,36,
91.1706,91.296,91.1706,91.296,7986.888,91.229,2023-08-02 16:42:00,158,
91.2709,91.3336,91.2677,91.3127,4652.44,91.2955,2023-08-02 16:43:00,96,
91.3294,91.3462,91.2876,91.3043,11991.096,91.3266,2023-08-02 16:44:00,202,
91.3211,91.3712,91.3211,91.3462,5279.144,91.3402,2023-08-02 16:45:00,102,
91.3361,91.3629,91.3211,91.3378,12037.74,91.3406,2023-08-02 16:46:00,180,
91.3211,91.3796,91.3211,91.3712,8014.396,91.3531,2023-08-02 16:47:00,173,
91.3629,91.3796,91.3462,91.3462,2759.172,91.3598,2023-08-02 16:48:00,67,
91.3378,91.3796,91.3378,91.3629,7458.256,91.366,2023-08-02 16:49:00,88,
91.3768,91.3768,91.3043,91.3043,3963.544,91.3456,2023-08-02 16:50:00,84,
91.2876,91.3064,91.2375,91.2375,4608.188,91.2753,2023-08-02 16:51:00,98,
91.2291,91.2416,91.1957,91.2216,4049.656,91.2544,2023-08-02 16:52:00,75,
91.2291,91.2291,91.1957,91.1957,2639.572,91.2128,2023-08-02 16:53:00,42,
91.2207,91.2375,91.2207,91.2291,11047.452,91.2277,2023-08-02 16:54:00,71,
91.2207,91.2222,91.204,91.204,3497.104,91.2166,2023-08-02 16:55:00,70,
91.204,91.2458,91.1957,91.2291,6978.66,91.2246,2023-08-02 16:56:00,124,
91.2375,91.2525,91.2207,91.2375,1516.528,91.2372,2023-08-02 16:57:00,40,
91.204,91.2634,91.204,91.2375,3155.048,91.2298,2023-08-02 16:58:00,68,
91.2375,91.2375,91.209,91.2291,2559.44,91.2206,2023-08-02 16:59:00,55,
91.2291,91.2458,91.2291,91.2458,2153.996,91.2379,2023-08-02 17:00:00,62,
91.2542,91.2625,91.2375,91.2542,2851.264,91.2499,2023-08-02 17:01:00,60,
91.2542,91.2625,91.2375,91.2375,6677.268,91.2445,2023-08-02 17:02:00,109,
91.2333,91.2333,91.1957,91.2207,3652.584,91.2126,2023-08-02 17:03:00,97,
91.2207,91.2464,91.2207,91.2291,2207.816,91.234,2023-08-02 17:04:00,68,
91.2207,91.2207,91.1705,91.1789,5846.048,91.1935,2023-08-02 17:05:00,127,
91.1957,91.2124,91.1831,91.2124,1973.4,91.1933,2023-08-02 17:06:00,46,
91.205,91.2584,91.205,91.2584,1681.576,91.224,2023-08-02 17:07:00,43,
91.2375,91.2375,91.204,91.2124,3487.536,91.219,2023-08-02 17:08:00,91,
91.2542,91.2625,91.2375,91.2458,5340.14,91.2497,2023-08-02 17:09:00,109,
91.2375,91.2625,91.2375,91.2625,3658.564,91.2579,2023-08-02 17:10:00,79,
91.2709,91.2709,91.2458,91.2542,13977.652,91.262,2023-08-02 17:11:00,256,
91.2625,91.3043,91.2542,91.296,16636.36,91.279,2023-08-02 17:12:00,311,
91.296,91.3002,91.2709,91.2793,4788.784,91.2763,2023-08-02 17:13:00,96,
91.2458,91.2625,91.2207,91.2505,7135.336,91.2391,2023-08-02 17:14:00,103,
91.2458,91.2667,91.2333,91.2625,4830.644,91.2579,2023-08-02 17:15:00,90,
91.2625,91.2625,91.2375,91.25,2663.492,91.2504,2023-08-02 17:16:00,64,
91.2416,91.2625,91.2375,91.2625,3719.56,91.2544,2023-08-02 17:17:00,77,
91.2625,91.2625,91.2416,91.2416,2449.408,91.2539,2023-08-02 17:18:00,55,
91.2291,91.296,91.2291,91.2876,5080.608,91.2624,2023-08-02 17:19:00,87,
91.2918,91.3294,91.2876,91.3294,2667.08,91.313,2023-08-02 17:20:00,68,
91.3211,91.3378,91.3211,91.3294,3388.268,91.3325,2023-08-02 17:21:00,66,
91.3211,91.3336,91.3211,91.3221,1908.816,91.3219,2023-08-02 17:22:00,72,
91.3211,91.3629,91.3211,91.3462,3584.412,91.3324,2023-08-02 17:23:00,87,
91.342,91.342,91.296,91.3043,5920.2,91.3162,2023-08-02 17:24:00,115,
91.3043,91.3046,91.2709,91.2876,4581.876,91.2941,2023-08-02 17:25:00,76,
91.2834,91.3043,91.2458,91.3002,3281.824,91.2702,2023-08-02 17:26:00,67,
91.3127,91.3294,91.2876,91.3127,9442.42,91.3015,2023-08-02 17:27:00,92,
91.3133,91.3294,91.296,91.3099,4968.184,91.3085,2023-08-02 17:28:00,83,
91.3127,91.3629,91.3085,91.3303,4506.528,91.3311,2023-08-02 17:29:00,73,
91.363,91.4465,91.3546,91.3546,11765.052,91.4015,2023-08-02 17:30:00,172,
91.3712,91.388,91.3633,91.3713,2352.532,91.3739,2023-08-02 17:31:00,53,
91.388,91.388,91.3295,91.3797,4512.508,91.3711,2023-08-02 17:32:00,92,
91.388,91.4204,91.388,91.3963,4229.056,91.4052,2023-08-02 17:33:00,55,
91.3838,91.4758,91.3712,91.4632,7467.824,91.4194,2023-08-02 17:34:00,130,
91.4473,91.4716,91.4381,91.4466,4553.172,91.4503,2023-08-02 17:35:00,87,
91.4883,91.5217,91.4465,91.4557,4040.088,91.4884,2023-08-02 17:36:00,106,
91.4554,91.4799,91.4507,91.4724,3989.856,91.4659,2023-08-02 17:37:00,75,
91.4716,91.4716,91.4381,91.4381,2502.032,91.4589,2023-08-02 17:39:00,58,
91.4423,91.4423,91.3629,91.3629,1624.168,91.4154,2023-08-02 17:40:00,43,
91.3796,91.4298,91.3796,91.4298,2661.1,91.4072,2023-08-02 17:41:00,59,
91.4423,91.4423,91.4381,91.4381,1971.008,91.4373,2023-08-02 17:42:00,56,
91.4381,91.4465,91.413,91.413,5773.092,91.4284,2023-08-02 17:43:00,97,
91.4298,91.4716,91.4298,91.4548,1797.588,91.4479,2023-08-02 17:44:00,45,
91.4632,91.4967,91.4557,91.4967,3156.244,91.4793,2023-08-02 17:45:00,81,
91.5008,91.505,91.4799,91.4883,2869.204,91.489,2023-08-02 17:46:00,66,
91.4883,91.505,91.4883,91.505,1091.948,91.4968,2023-08-02 17:47:00,14,
91.505,91.5217,91.4716,91.4716,4639.284,91.502,2023-08-02 17:48:00,93,
91.4883,91.5126,91.4883,91.4967,3756.636,91.5011,2023-08-02 17:49:00,44,
91.505,91.505,91.4799,91.4967,4421.612,91.4927,2023-08-02 17:50:00,87,
91.4967,91.4967,91.4548,91.4632,2878.772,91.4697,2023-08-02 17:51:00,53,
91.4632,91.4716,91.4632,91.4632,1237.86,91.4651,2023-08-02 17:52:00,29,
91.4632,91.4632,91.4381,91.4381,1918.384,91.4566,2023-08-02 17:53:00,39,
91.4381,91.4381,91.4089,91.4089,3762.616,91.4244,2023-08-02 17:54:00,80,
91.3963,91.4214,91.388,91.4214,5013.632,91.4194,2023-08-02 17:55:00,98,
91.4381,91.4465,91.4298,91.4381,2384.824,91.4305,2023-08-02 17:56:00,68,
91.4214,91.4214,91.388,91.4047,2842.892,91.4016,2023-08-02 17:57:00,59,
91.388,91.4381,91.388,91.4381,1814.332,91.4208,2023-08-02 17:58:00,47,
